 656 
 0.101956E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.105412E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.108984E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.112678E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.116498E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.120446E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.124529E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.128750E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.133114E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.137626E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.142291E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.147114E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.152100E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.157255E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.162586E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.168097E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.173794E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.179685E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.185775E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.192072E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.198583E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.205314E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.212273E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.219468E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.226907E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.234598E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.242549E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.250771E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.259270E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.268058E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.277144E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.286538E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.296250E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.306292E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.316674E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.327407E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.338505E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.349979E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.361841E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.374106E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.386786E-04  0.171101E+05  0.171101E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.399896E-04  0.171101E+05  0.171100E+05  0.228134E+05  0.228134E+05  0.000000E+00  0.171101E+05
  0.413451E-04  0.171101E+05  0.171100E+05  0.228134E+05  0.228133E+05  0.000000E+00  0.171101E+05
  0.427465E-04  0.171101E+05  0.171100E+05  0.228134E+05  0.228133E+05  0.000000E+00  0.171101E+05
  0.441954E-04  0.171101E+05  0.171100E+05  0.228134E+05  0.228133E+05  0.000000E+00  0.171101E+05
  0.456934E-04  0.171101E+05  0.171100E+05  0.228134E+05  0.228133E+05  0.000000E+00  0.171101E+05
  0.472422E-04  0.171101E+05  0.171100E+05  0.228134E+05  0.228133E+05  0.000000E+00  0.171101E+05
  0.488434E-04  0.171101E+05  0.171100E+05  0.228134E+05  0.228133E+05  0.000000E+00  0.171101E+05
  0.504990E-04  0.171101E+05  0.171100E+05  0.228134E+05  0.228133E+05  0.000000E+00  0.171101E+05
  0.522107E-04  0.171101E+05  0.171100E+05  0.228134E+05  0.228133E+05  0.000000E+00  0.171101E+05
  0.539803E-04  0.171101E+05  0.171100E+05  0.228134E+05  0.228133E+05  0.000000E+00  0.171101E+05
  0.558100E-04  0.171101E+05  0.171100E+05  0.228134E+05  0.228133E+05  0.000000E+00  0.171101E+05
  0.577017E-04  0.171101E+05  0.171100E+05  0.228133E+05  0.228133E+05  0.000000E+00  0.171101E+05
  0.596575E-04  0.171101E+05  0.171100E+05  0.228133E+05  0.228132E+05  0.000000E+00  0.171101E+05
  0.616796E-04  0.171101E+05  0.171100E+05  0.228133E+05  0.228132E+05  0.000000E+00  0.171101E+05
  0.637702E-04  0.171101E+05  0.171100E+05  0.228133E+05  0.228132E+05  0.000000E+00  0.171100E+05
  0.659317E-04  0.171101E+05  0.171100E+05  0.228133E+05  0.228132E+05  0.000000E+00  0.171100E+05
  0.681665E-04  0.171101E+05  0.171100E+05  0.228133E+05  0.228132E+05  0.000000E+00  0.171100E+05
  0.704770E-04  0.171101E+05  0.171100E+05  0.228133E+05  0.228132E+05  0.000000E+00  0.171100E+05
  0.728658E-04  0.171101E+05  0.171100E+05  0.228133E+05  0.228131E+05  0.000000E+00  0.171100E+05
  0.753356E-04  0.171101E+05  0.171100E+05  0.228133E+05  0.228131E+05  0.000000E+00  0.171100E+05
  0.778891E-04  0.171100E+05  0.171100E+05  0.228133E+05  0.228131E+05  0.000000E+00  0.171100E+05
  0.805292E-04  0.171100E+05  0.171099E+05  0.228133E+05  0.228131E+05  0.000000E+00  0.171100E+05
  0.832588E-04  0.171100E+05  0.171099E+05  0.228132E+05  0.228130E+05  0.000000E+00  0.171100E+05
  0.860808E-04  0.171100E+05  0.171099E+05  0.228132E+05  0.228130E+05  0.000000E+00  0.171100E+05
  0.889986E-04  0.171100E+05  0.171099E+05  0.228132E+05  0.228130E+05  0.000000E+00  0.171100E+05
  0.920152E-04  0.171100E+05  0.171099E+05  0.228132E+05  0.228130E+05  0.000000E+00  0.171100E+05
  0.951340E-04  0.171100E+05  0.171099E+05  0.228132E+05  0.228129E+05  0.000000E+00  0.171100E+05
  0.983586E-04  0.171100E+05  0.171099E+05  0.228132E+05  0.228129E+05  0.000000E+00  0.171100E+05
  0.101692E-03  0.171100E+05  0.171099E+05  0.228131E+05  0.228128E+05  0.000000E+00  0.171100E+05
  0.105139E-03  0.171100E+05  0.171098E+05  0.228131E+05  0.228128E+05  0.000000E+00  0.171100E+05
  0.108703E-03  0.171100E+05  0.171098E+05  0.228131E+05  0.228128E+05  0.000000E+00  0.171100E+05
  0.112388E-03  0.171100E+05  0.171098E+05  0.228131E+05  0.228127E+05  0.000000E+00  0.171100E+05
  0.116197E-03  0.171100E+05  0.171098E+05  0.228130E+05  0.228127E+05  0.000000E+00  0.171100E+05
  0.120135E-03  0.171100E+05  0.171098E+05  0.228130E+05  0.228126E+05  0.000000E+00  0.171100E+05
  0.124207E-03  0.171100E+05  0.171098E+05  0.228130E+05  0.228126E+05  0.000000E+00  0.171100E+05
